customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
9140-CZQZZ,Female,0.0,Yes,No,0.9444444444444444,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,1.0,Yes,Bank transfer (automatic),0.6104477611940298,0.6343180244634202
3423-HHXAO,Female,0.0,Yes,Yes,0.19444444444444445,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,Yes,Mailed check,0.012437810945273632,0.029217632125548117
9938-TKDGL,Male,0.0,Yes,Yes,0.9444444444444444,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,1.0,Yes,Electronic check,0.808955223880597,0.7672744057235171
0531-ZZJWQ,Male,1.0,Yes,No,0.7638888888888888,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,Yes,Electronic check,0.554726368159204,0.4654511885529656
6537-QLGEX,Female,0.0,No,No,0.2222222222222222,No,No phone service,DSL,Yes,No,No,No,Yes,No,0.0,Yes,Electronic check,0.20547263681592037,0.07449803831063928
2688-BHGOG,Male,1.0,No,No,0.125,Yes,No,Fiber optic,No,No,No,No,No,Yes,0.0,Yes,Electronic check,0.6099502487562188,0.0807465958919917
7683-CBDKJ,Male,0.0,Yes,Yes,0.19444444444444445,Yes,No,DSL,Yes,Yes,No,No,Yes,No,0.0,Yes,Electronic check,0.4696517412935324,0.10602354027232865
0946-CLJTI,Male,1.0,Yes,No,0.8055555555555556,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0.0,Yes,Electronic check,0.800497512437811,0.6685668128317563
3160-TYXLT,Male,0.0,No,No,0.7361111111111112,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,0.0,Yes,Bank transfer (automatic),0.2791044776119403,0.2917205169628433
1325-USMEC,Male,0.0,Yes,No,0.9722222222222222,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,1.0,Yes,Credit card (automatic),0.8069651741293532,0.7991807062081698
0916-QOFDP,Female,1.0,Yes,Yes,0.19444444444444445,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.0,Yes,Electronic check,0.771641791044776,0.1531848603738749
0628-CNQRM,Male,0.0,Yes,Yes,0.3055555555555556,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,0.5,Yes,Bank transfer (automatic),0.4900497512437811,0.17600392337872145
5606-AMZBO,Female,0.0,Yes,No,0.1388888888888889,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,0.0,Yes,Credit card (automatic),0.5960199004975125,0.08612393261020079
6199-IPCAO,Female,0.0,Yes,Yes,0.4027777777777778,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Mailed check,0.07810945273631842,0.07774636510500808
7665-TOALD,Female,0.0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,0.0,Yes,Electronic check,0.5109452736318407,0.005861989383798754
0112-QWPNC,Male,0.0,Yes,No,0.6805555555555556,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,0.5,No,Electronic check,0.6577114427860696,0.46625317332102467
0324-BRPCJ,Female,1.0,Yes,No,0.9444444444444444,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0.0,Yes,Electronic check,0.8154228855721394,0.788466420493884
2777-PHDEI,Female,0.0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,Yes,No,0.0,No,Electronic check,0.5950248756218905,0.006837064389568428
5640-CAXOA,Female,0.0,No,No,0.4166666666666667,No,No phone service,DSL,No,No,No,Yes,No,Yes,0.5,Yes,Credit card (automatic),0.21990049751243781,0.13480844680360027
2235-EZAIK,Female,0.0,Yes,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,1.0,No,Credit card (automatic),0.6064676616915423,0.6211747057465958
3847-BAERP,Female,0.0,No,No,0.1388888888888889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,Yes,Mailed check,0.026368159203980085,0.026332794830371566
1196-AMORA,Male,0.0,No,No,0.09722222222222222,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,No,Electronic check,0.5507462686567164,0.057835218093699514
4282-YMKNA,Female,0.0,No,No,0.125,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,Yes,Electronic check,0.5621890547263682,0.0793676436648973
1453-RZFON,Female,0.0,No,Yes,0.013888888888888888,Yes,No,DSL,Yes,No,No,No,No,No,0.0,No,Mailed check,0.31492537313432833,0.0035887375951996303
8263-OKETD,Female,0.0,No,No,0.2777777777777778,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,0.0,Yes,Credit card (automatic),0.5039800995024876,0.15596007385183475
0670-KDOMA,Female,0.0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,Yes,Mailed check,0.01990049751243781,0.00016732056312023994
2476-YGEFM,Female,0.0,No,No,0.4027777777777778,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,Yes,Credit card (automatic),0.5746268656716418,0.2534560350796215
8687-BAFGU,Male,0.0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,Yes,No,No,0.0,No,Electronic check,0.554726368159204,0.006369720747749827
0641-EVBOJ,Male,0.0,No,No,0.041666666666666664,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,0.0,Yes,Mailed check,0.6373134328358209,0.022570966997461344
0829-XXPLX,Female,0.0,No,No,0.2777777777777778,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,0.0,Yes,Bank transfer (automatic),0.7079601990049752,0.21374913454881148
9974-JFBHQ,Male,0.0,No,Yes,0.8888888888888888,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,0.0,Yes,Credit card (automatic),0.8049751243781095,0.7099469189937687
6624-JDRDS,Female,0.0,No,No,0.08333333333333333,No,No phone service,DSL,Yes,No,No,No,No,No,0.0,No,Bank transfer (automatic),0.11144278606965173,0.016460881606277403
0608-JDVEC,Male,0.0,Yes,No,0.6944444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Electronic check,0.01542288557213931,0.11474728825294254
9780-FKVVF,Male,0.0,No,No,0.08333333333333333,Yes,No,DSL,Yes,No,No,No,No,Yes,0.0,Yes,Bank transfer (automatic),0.40696517412935324,0.036683591045465036
1919-RTPQD,Male,0.0,Yes,Yes,0.09722222222222222,Yes,No,DSL,No,No,No,No,No,No,0.0,No,Electronic check,0.263681592039801,0.036331640895453494
5214-NLTIT,Male,0.0,Yes,Yes,1.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,1.0,Yes,Credit card (automatic),0.7218905472636815,0.7492499423032541
3345-PBBFH,Male,0.0,Yes,No,0.1111111111111111,Yes,No,DSL,No,Yes,No,No,No,No,0.0,Yes,Bank transfer (automatic),0.3114427860696517,0.043232171705515805
5055-BRMNE,Female,0.0,Yes,Yes,0.9305555555555556,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,1.0,No,Credit card (automatic),0.8800995024875622,0.8066812831756289
9189-JWSHV,Female,1.0,Yes,No,0.3333333333333333,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.0,Yes,Electronic check,0.7492537313432835,0.25908723747980617
2190-PHBHR,Female,0.0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,1.0,Yes,Credit card (automatic),0.7582089552238807,0.7965497345949688
2650-GYRYL,Male,0.0,Yes,Yes,0.4583333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,Yes,Bank transfer (automatic),0.01194029850746268,0.06709554581121625
0746-JTRFU,Male,0.0,No,No,0.027777777777777776,No,No phone service,DSL,No,No,No,No,No,No,0.0,Yes,Electronic check,0.06766169154228857,0.004333025617355181
5208-FVQKB,Male,0.0,Yes,No,0.9722222222222222,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,1.0,No,Mailed check,0.49452736318407964,0.5360431571659358
7184-LRUUR,Female,0.0,No,No,0.3055555555555556,Yes,No,DSL,No,Yes,Yes,No,Yes,No,0.5,No,Bank transfer (automatic),0.46766169154228854,0.16420493884144935
6627-CFOSN,Female,0.0,No,No,0.8194444444444444,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,0.0,Yes,Bank transfer (automatic),0.8079601990049752,0.6467689822294023
3982-JGSFD,Male,0.0,No,No,0.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,Yes,Credit card (automatic),0.020895522388059716,0.0781271636279714
1574-DYCWE,Female,0.0,Yes,Yes,0.7083333333333334,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Mailed check,0.016915422885572132,0.11654165705054235
7247-XOZPB,Male,0.0,Yes,No,0.7361111111111112,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,0.5,No,Bank transfer (automatic),0.5885572139303483,0.47740018462958683
2466-FCCPT,Female,0.0,Yes,Yes,0.2777777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Bank transfer (automatic),0.014427860696517405,0.04348026771290099
6211-WWLTF,Male,0.0,Yes,No,0.875,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,1.0,No,Credit card (automatic),0.8104477611940298,0.7283175628894529
4826-TZEVA,Female,0.0,No,No,0.5555555555555556,Yes,No,Fiber optic,No,Yes,No,No,No,No,0.0,No,Credit card (automatic),0.5626865671641791,0.34074544195707357
6016-NXBNJ,Male,0.0,No,No,0.4861111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,Yes,Mailed check,0.008955223880597002,0.07145165012693284
9138-EFSMO,Male,0.0,Yes,Yes,0.3611111111111111,Yes,No,Fiber optic,No,No,No,No,No,Yes,0.5,No,Bank transfer (automatic),0.6039800995024875,0.2325698130625433
0576-WNXXC,Male,1.0,Yes,No,0.375,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,0.0,Yes,Electronic check,0.7691542288557214,0.28749134548811445
4632-XJMEX,Male,0.0,No,Yes,0.7361111111111112,Yes,No,DSL,Yes,Yes,No,Yes,No,No,0.5,No,Credit card (automatic),0.4437810945273632,0.392418647588276
8910-LEDAG,Male,1.0,Yes,No,0.4722222222222222,Yes,No,Fiber optic,No,No,No,No,No,No,0.0,No,Credit card (automatic),0.5303482587064676,0.27793099469189936
3452-GWUIN,Female,1.0,Yes,No,0.2638888888888889,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.0,Yes,Electronic check,0.7631840796019901,0.20095199630740826
2716-GFZOR,Male,0.0,Yes,No,0.5972222222222222,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,0.0,Yes,Credit card (automatic),0.6751243781094527,0.40766789753057925
3724-UCSHY,Male,0.0,Yes,Yes,0.08333333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Mailed check,0.012935323383084583,0.012012462497115163
8626-XHBIE,Male,0.0,No,Yes,0.7777777777777778,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,Yes,Mailed check,0.06517412935323384,0.16217401338564505
4628-CTTLA,Male,0.0,No,No,0.7916666666666666,No,No phone service,DSL,No,Yes,No,No,Yes,No,0.0,Yes,Electronic check,0.20945273631840794,0.2414781906300484
3192-LNKRK,Male,0.0,Yes,Yes,0.4722222222222222,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,0.0,Yes,Mailed check,0.6547263681592039,0.3336198938379875
4439-YRNVD,Female,0.0,No,No,0.1388888888888889,No,No phone service,DSL,No,Yes,No,Yes,No,No,0.0,No,Electronic check,0.1791044776119403,0.04098776828986845
2876-VBBBL,Female,0.0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,Yes,Mailed check,0.01990049751243781,0.00016732056312023994
6834-NXDCA,Female,0.0,No,No,0.18055555555555555,No,No phone service,DSL,No,No,No,No,No,No,0.0,Yes,Electronic check,0.056218905472636804,0.03254096468959151
2208-UGTGR,Male,0.0,No,No,0.7777777777777778,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0.0,No,Electronic check,0.799502487562189,0.641847449803831
3005-TYFRD,Female,0.0,Yes,No,0.7638888888888888,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.0,Yes,Credit card (automatic),0.8497512437810946,0.6528790676205861
8670-MEFCP,Female,0.0,Yes,Yes,0.5,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Credit card (automatic),0.7427860696517413,0.3877740595430417
3079-BCHLN,Male,0.0,Yes,No,0.6527777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Bank transfer (automatic),0.01641791044776118,0.10664089545349643
7777-UNYHB,Female,0.0,Yes,Yes,0.16666666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,Yes,Credit card (automatic),0.01840796019900499,0.02464804984998846
5597-GLBUC,Female,0.0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,0.0,Yes,Electronic check,0.6686567164179105,0.007690976228940688
7278-CKDNC,Male,1.0,No,No,0.3333333333333333,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,0.0,Yes,Electronic check,0.6194029850746269,0.238824140318486
2748-MYRVK,Female,0.0,No,No,0.875,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0.5,No,Bank transfer (automatic),0.8124378109452737,0.7060004615739672
8450-UYIBU,Female,1.0,No,No,0.4861111111111111,No,No phone service,DSL,No,No,Yes,No,Yes,No,0.0,Yes,Electronic check,0.21492537313432838,0.16337410570043848
2969-VAPYH,Female,0.0,No,No,0.9305555555555556,Yes,No,DSL,Yes,Yes,No,Yes,No,No,0.5,No,Credit card (automatic),0.42039800995024873,0.44440341564735747
4822-YCXMX,Male,0.0,No,No,0.3472222222222222,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0.0,Yes,Electronic check,0.6621890547263681,0.23363143318716825
7181-OQCUT,Male,0.0,No,No,0.2916666666666667,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,0.0,No,Mailed check,0.8517412935323383,0.25342718670666975
8474-UMLNT,Female,0.0,No,No,0.18055555555555555,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,0.0,No,Bank transfer (automatic),0.49303482587064673,0.09502077082852528
9821-POOTN,Male,0.0,Yes,No,0.4861111111111111,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,Yes,Electronic check,0.5666666666666667,0.29510731594738054
3836-FZSDJ,Male,1.0,Yes,No,0.9861111111111112,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Bank transfer (automatic),0.06567164179104479,0.21719363027925226
9142-XMYJH,Female,0.0,No,No,0.4027777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Credit card (automatic),0.01094527363184081,0.0672513270251558
6559-ILWKJ,Male,0.0,Yes,No,0.9861111111111112,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,1.0,No,Electronic check,0.309452736318408,0.4034675744288022
0187-QSXOE,Male,1.0,Yes,No,0.09722222222222222,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0.0,Yes,Electronic check,0.7039800995024875,0.06769559196861298
7733-UDMTP,Female,1.0,No,No,0.7916666666666666,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,0.0,Yes,Electronic check,0.3656716417910448,0.35486383567966767
2649-HWLYB,Male,0.0,Yes,No,0.9027777777777778,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,1.0,No,Bank transfer (automatic),0.5761194029850747,0.5666685898915301
5214-CHIWJ,Male,0.0,No,No,0.375,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Mailed check,0.020398009950248763,0.06649549965381953
4229-CZMLL,Male,0.0,No,No,0.08333333333333333,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,Yes,Electronic check,0.5636815920398011,0.052042464804985
6904-JLBGY,Female,1.0,No,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Credit card (automatic),0.9860696517412935,0.9713189476113548
2465-BLLEU,Male,0.0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,Yes,Mailed check,0.014925373134328358,0.0001096238172167089
1685-VAYJF,Male,0.0,No,No,0.1527777777777778,Yes,No,DSL,No,No,No,No,No,No,0.0,No,Credit card (automatic),0.2681592039800995,0.05460420032310177
8874-EJNSR,Male,0.0,Yes,Yes,0.5416666666666666,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Mailed check,0.06915422885572138,0.11183360258481423
6917-YACBP,Female,1.0,No,No,0.8194444444444444,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,0.0,Yes,Electronic check,0.7114427860696517,0.6321370874682667
5049-MUBWG,Male,0.0,No,No,0.3611111111111111,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,0.5,No,Bank transfer (automatic),0.5646766169154229,0.21804177244403414
4223-WOZCM,,1.0,No,No,0.027777777777777776,Yes,No,DSL,No,No,Yes,No,No,No,0.0,No,Mailed check,0.3154228855721393,0.010189245326563581
0769-MURVM,Female,0.0,Yes,Yes,1.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1.0,No,Bank transfer (automatic),0.4721393034825871,0.5257962150934687
9253-VIFJQ,Male,0.0,Yes,No,0.9027777777777778,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,0.5,No,Credit card (automatic),0.4855721393034826,0.4951246249711516
7030-FZTFM,Male,0.0,Yes,Yes,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1.0,No,Credit card (automatic),0.9218905472636817,0.9120643895684283
9741-YLNTD,Male,0.0,No,No,0.08333333333333333,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,0.0,Yes,Bank transfer (automatic),0.6935323383084577,0.05810639279944611
5917-RYRMG,Male,1.0,No,No,0.4444444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Credit card (automatic),0.01542288557213931,0.06564735748903763
5120-ZBLAI,Female,0.0,Yes,No,0.6944444444444444,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,0.5,No,Bank transfer (automatic),0.5716417910447762,0.44511885529656126
1194-BHJYC,Male,0.0,Yes,No,0.8472222222222222,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,1.0,Yes,Mailed check,0.4368159203980099,0.43388529886914373
3663-MITLP,Female,0.0,No,No,0.20833333333333334,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.0,Yes,Electronic check,0.8258706467661692,0.16598776828986847
0906-QVPMS,Male,0.0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1.0,No,Bank transfer (automatic),0.964179104477612,0.961302792522502
9025-ZRPVR,Male,0.0,No,No,0.125,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,Yes,Mailed check,0.006965174129353227,0.019247634433417954
1905-OEILC,Female,0.0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Mailed check,0.012437810945273632,8.077544426494338e-05
7858-GTZSP,Female,0.0,No,No,0.16666666666666666,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0.0,Yes,Electronic check,0.6796019900497512,0.12094391876298179
3285-UCQVC,Female,0.0,No,No,0.5138888888888888,No,No phone service,DSL,No,No,No,Yes,No,No,0.0,No,Credit card (automatic),0.10298507462686568,0.11017193630279253
6248-BSHKG,Male,0.0,Yes,Yes,0.8472222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Mailed check,0.021393034825870634,0.13935495038079854
4685-TFLLS,Male,0.0,Yes,Yes,0.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Bank transfer (automatic),0.01542288557213931,0.03732979459958458
3470-BTGQO,Male,0.0,No,Yes,0.2916666666666667,Yes,No,DSL,No,No,No,No,No,No,0.0,No,Mailed check,0.272636815920398,0.11149896145857374
1209-VFFOC,Male,0.0,Yes,Yes,0.9444444444444444,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,1.0,Yes,Mailed check,0.3796019900497512,0.45345603507962146
8224-DWCKX,Male,1.0,No,No,0.16666666666666666,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,Yes,Credit card (automatic),0.5477611940298507,0.09338218324486498
5482-PLVPE,Female,1.0,No,No,0.027777777777777776,No,No phone service,DSL,No,No,No,No,No,No,0.0,No,Electronic check,0.06069651741293534,0.002659819986152781
4553-DVPZG,Female,0.0,Yes,No,0.8611111111111112,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0.0,Yes,Electronic check,0.826865671641791,0.7091968612970228
4902-OHLSK,Female,1.0,No,No,0.4027777777777778,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,0.0,No,Electronic check,0.8,0.3281733210246942
6917-IAYHD,Male,0.0,No,Yes,0.013888888888888888,No,No phone service,DSL,No,Yes,No,Yes,No,No,0.0,No,Mailed check,0.1527363184079602,0.001707823678744519
0495-ZBNGW,Male,1.0,Yes,No,0.06944444444444445,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,0.0,Yes,Bank transfer (automatic),0.6134328358208956,0.03752019386106623
8620-RJPZN,Female,0.0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Electronic check,0.024378109452736312,0.0002192476344334178
7572-KPVKK,Male,0.0,No,Yes,0.8611111111111112,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,1.0,Yes,Electronic check,0.853731343283582,0.7583314101084698
2642-MAWLJ,Female,0.0,Yes,Yes,0.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Bank transfer (automatic),0.01990049751243781,0.08067735979690746
2357-COQEK,Female,1.0,No,No,0.3888888888888889,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0.0,Yes,Electronic check,0.8462686567164179,0.3313927994461112
7103-ZGVNT,Female,0.0,Yes,Yes,0.9583333333333334,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,0.5,No,Credit card (automatic),0.5517412935323384,0.5616258942995616
3737-GCSPV,Female,0.0,Yes,No,0.1527777777777778,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,0.0,Yes,Credit card (automatic),0.7756218905472637,0.13884721901684746
2027-WKXMW,Female,0.0,Yes,No,0.875,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Electronic check,0.900497512437811,0.7907800600046156
7137-NAXML,Male,0.0,No,No,0.3194444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Bank transfer (automatic),0.018905472636815905,0.04463420263097161
2428-ZMCTB,Male,0.0,No,No,0.1388888888888889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Credit card (automatic),0.014925373134328358,0.02186129702284791
2961-VNFKL,Female,0.0,Yes,No,0.9861111111111112,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,Yes,Credit card (automatic),0.07661691542288557,0.20575813524117242
1768-HNVGJ,Female,1.0,No,No,0.625,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,0.0,Yes,Electronic check,0.5154228855721392,0.35121740133856444
6963-KQYQB,Female,0.0,Yes,Yes,0.9722222222222222,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Mailed check,0.057711442786069655,0.20147126702054005
5934-RMPOV,Female,0.0,No,Yes,0.3055555555555556,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0.0,Yes,Electronic check,0.6616915422885572,0.20747172859450727
1207-BLKSA,Female,0.0,Yes,Yes,0.7222222222222222,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Mailed check,0.047761194029850754,0.14266097392107085
4088-YLDSU,Male,0.0,Yes,No,0.7638888888888888,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0.5,Yes,Electronic check,0.854726368159204,0.6605411954765751
8316-BBQAY,Female,0.0,No,No,0.9027777777777778,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,1.0,No,Credit card (automatic),0.41492537313432837,0.4503000230786983
1166-PQLGG,Female,0.0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Bank transfer (automatic),0.012935323383084583,0.16670320793907226
3146-JTQHR,Male,0.0,Yes,No,0.1388888888888889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Bank transfer (automatic),0.013432835820895536,0.01969189937687514
4291-YZODP,Female,0.0,No,Yes,0.09722222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Mailed check,0.017910447761194038,0.009000692360950842
4395-PZMSN,Male,1.0,No,No,0.06944444444444445,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,0.0,Yes,Electronic check,0.6696517412935323,0.04496884375721209
6427-FEFIG,Female,0.0,Yes,Yes,0.3333333333333333,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,1.0,No,Credit card (automatic),0.6004975124378109,0.21092199399953845
0017-IUDMW,Female,0.0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Credit card (automatic),0.9805970149253731,0.9736845141933996
8706-HRADD,Male,0.0,No,No,0.2916666666666667,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,0.0,Yes,Mailed check,0.25174129353233826,0.11455111931687054
9955-QOPOY,Male,0.0,Yes,No,0.9583333333333334,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,0.5,Yes,Credit card (automatic),0.4233830845771144,0.48979921532425563
4385-ZKVNW,Male,0.0,Yes,Yes,0.6111111111111112,Yes,No,DSL,No,Yes,No,Yes,No,No,0.0,Yes,Bank transfer (automatic),0.36467661691542286,0.29198015231940916
5446-DKWYW,Female,1.0,Yes,Yes,0.8472222222222222,Yes,Yes,DSL,No,No,Yes,No,Yes,No,0.5,Yes,Electronic check,0.46716417910447766,0.45537156704361875
2034-CGRHZ,Male,1.0,No,No,0.3333333333333333,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.0,Yes,Credit card (automatic),0.8427860696517413,0.28593353334871907
5797-APWZC,Female,0.0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0.0,No,Electronic check,0.7199004975124378,0.008285252711747057
3683-QKIUE,Female,0.0,No,No,0.08333333333333333,Yes,No,DSL,No,No,No,Yes,No,No,0.0,Yes,Bank transfer (automatic),0.32388059701492533,0.031069697669051464
